CustomerID,Gender,RP,VP,TP,LP,CP,OP,BP,VDP,MCT,MM,MFPM,AME,TotalExpenditure,MFPS
6162,Male,Yes,Yes,No ,No ,No ,No ,No ,No ,Biennialcard,57,ManualTransfer,20.75,1123.15,No
6163,Male,No,No,No,No,No,Yes,No,No,Monthcard,41,CashPayment,74.25,3089.1,No
6164,Female,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Monthcard,26,Auto-debit,81.9,2078.55,No
6165,Female,Yes,Yes,No,No,No,No,No,Yes,Monthcard,10,CashPayment,85.95,858.6,No
6166,Male,Yes,Yes,No,No,No,No,No,Yes,Monthcard,31,Auto-debit,59.7,1825.5,No
6167,Male,Yes,No,No,No,Yes,No,No,No,Monthcard,14,InstallmentPayment,50.2,668.85,No
6168,Female,Yes,No,No ,No ,No ,No ,No ,No ,Biennialcard,72,Auto-debit,24.3,1778.7,No
6169,Male,No,Yes,No ,No ,No ,No ,No ,No ,Monthcard,9,ManualTransfer,20.4,184.1,No
6170,Male,Yes,No,Yes,No,No,Yes,No,No,Monthcard,10,InstallmentPayment,54.95,568.85,No
6171,Female,No,No,Yes,Yes,No,Yes,No,Yes,Annualcard ,42,ManualTransfer,67.7,2882.25,No
6172,Female,No,No,No,No,No,No,Yes,No,Monthcard,5,CashPayment,84,424.75,No
6173,Female,Yes,No,No ,No ,No ,No ,No ,No ,Monthcard,2,ManualTransfer,20.35,41.85,No
6174,Male,No,No,No,Yes,No,No,Yes,No,Monthcard,25,CashPayment,89.5,2196.15,Yes
6175,Male,No,No,Yes,Yes,Yes,Yes,No,No,Monthcard,5,ManualTransfer,43.25,219,Yes
6176,Male,No,No,No,No,No,No,Yes,No,Monthcard,1,CashPayment,78.95,78.95,Yes
6177,Female,Yes,Yes,Yes,Yes,No,No,No,No,Monthcard,46,Auto-debit,35.05,1620.25,No
6178,Female,No,No,Yes,No,Yes,Yes,No,No,Annualcard ,57,InstallmentPayment,41.1,2258.25,No
6179,Male,No,No,No ,No ,No ,No ,No ,No ,Monthcard,4,ManualTransfer,25.25,101.9,No
6180,Male,No,No,No ,No ,No ,No ,No ,No ,Annualcard ,21,Auto-debit,20.5,429.55,No
6181,Female,Yes,No,No ,No ,No ,No ,No ,No ,Biennialcard,65,Auto-debit,19.35,1319.95,No
6182,Male,Yes,Yes,No ,No ,No ,No ,No ,No ,Annualcard ,19,ManualTransfer,19.9,357.7,No
6183,Male,Yes,No,Yes,No,Yes,No,Yes,No,Monthcard,51,Auto-debit,93.8,4750.95,Yes
6184,Male,Yes,No,No ,No ,No ,No ,No ,No ,Biennialcard,72,InstallmentPayment,24.8,1874.3,No
6185,Male,No,No,No ,No ,No ,No ,No ,No ,Monthcard,1,ManualTransfer,20.05,20.05,No
6186,Female,Yes,Yes,No ,No ,No ,No ,No ,No ,Biennialcard,70,Auto-debit,19.8,1378.75,No
6187,Female,Yes,No,No,Yes,Yes,No,No,Yes,Monthcard,28,InstallmentPayment,89.9,2433.5,No
6188,Male,Yes,Yes,No ,No ,No ,No ,No ,No ,Annualcard ,5,ManualTransfer,20.1,85.1,No
6189,Male,Yes,No,Yes,Yes,Yes,Yes,No,No,Annualcard ,71,CashPayment,92,6585.2,No
6190,Female,No,No,No,No,No,No,Yes,No,Monthcard,4,CashPayment,79,303.15,Yes
6191,Female,Yes,Yes,No ,No ,No ,No ,No ,No ,Biennialcard,57,Auto-debit,19.5,1167.6,No
6192,Male,Yes,No,No,Yes,Yes,No,No,Yes,Monthcard,69,Auto-debit,95.35,6382,No
6193,Female,No,No,No,Yes,No,Yes,No,Yes,Monthcard,68,CashPayment,44.95,3085.35,No
6194,Male,No,No,Yes,No,No,No,No,No,Monthcard,1,InstallmentPayment,49.8,49.8,No
6195,Female,Yes,Yes,Yes,Yes,No,No,Yes,No,Annualcard ,71,CashPayment,69.2,4982.5,No
6196,Male,No,No,No,Yes,No,Yes,Yes,Yes,Monthcard,44,CashPayment,100.55,4398.15,Yes
6197,Female,Yes,Yes,No ,No ,No ,No ,No ,No ,Annualcard ,27,ManualTransfer,20.55,583.3,No
6198,Male,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Biennialcard,71,InstallmentPayment,79.1,5564.85,No
6199,Female,Yes,Yes,Yes,No,No,No,Yes,Yes,Annualcard ,63,InstallmentPayment,99.65,6311.2,No
6200,Female,No,Yes,No,No,No,No,Yes,Yes,Monthcard,17,ManualTransfer,64.7,1093.1,Yes
6201,Male,Yes,No,No ,No ,No ,No ,No ,No ,Biennialcard,72,ManualTransfer,25.4,1797.1,No
6202,Male,Yes,No,No,No,No,No,No,No,Monthcard,1,CashPayment,74.3,74.3,No
6203,Female,Yes,No,No,Yes,No,No,Yes,No,Monthcard,1,CashPayment,90.6,90.6,Yes
6204,Female,No,No,No,No,No,No,No,No,Monthcard,9,Auto-debit,44.2,403.35,Yes
6205,Female,Yes,No,Yes,No,Yes,No,Yes,No,Annualcard ,52,ManualTransfer,64.3,3410.6,No
6206,Female,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Biennialcard,65,InstallmentPayment,105.85,6725.5,No
6207,Female,No,No,Yes,No,No,No,No,No,Monthcard,9,CashPayment,74.85,708.2,No
6208,Male,No,No,No,No,Yes,No,No,Yes,Monthcard,1,CashPayment,39.65,39.65,Yes
6209,Male,Yes,Yes,No ,No ,No ,No ,No ,No ,Annualcard ,21,ManualTransfer,19.8,350.1,No
6210,Male,Yes,Yes,No ,No ,No ,No ,No ,No ,Biennialcard,63,InstallmentPayment,24.65,1574.5,No
6211,Female,No,No,Yes,Yes,Yes,Yes,No,No,Biennialcard,66,ManualTransfer,47.4,3177.25,No
6212,Female,No,No,No ,No ,No ,No ,No ,No ,Monthcard,25,InstallmentPayment,19.2,532.1,No
6213,Female,No,No,No,Yes,No,No,Yes,No,Monthcard,6,CashPayment,90.1,521.3,Yes
6214,Male,No,No,No,No,Yes,No,No,Yes,Monthcard,44,ManualTransfer,90.4,4063,No
6215,Male,No,No,Yes,No,Yes,Yes,Yes,Yes,Annualcard ,60,ManualTransfer,79,4801.1,No
6216,Female,No,No,No,No,No,Yes,Yes,Yes,Monthcard,18,Auto-debit,99.85,1776.95,Yes
6217,Female,Yes,No,No,Yes,No,No,Yes,Yes,Monthcard,60,CashPayment,99.8,5985.75,No
6218,Male,No,No,No ,No ,No ,No ,No ,No ,Monthcard,11,InstallmentPayment,23.15,245.2,Yes
6219,Male,No,No,No,No,Yes,No,No,Yes,Annualcard ,59,Auto-debit,61.35,3645.5,No
6220,Male,No,No,No,Yes,No,No,No,No,Monthcard,12,Auto-debit,49.05,593.05,No
6221,Female,Yes,No,Yes,No,No,Yes,No,Yes,Biennialcard,8,ManualTransfer,65.5,564.35,No
6222,Female,No,No,No,No,Yes,No,No,No,Monthcard,28,ManualTransfer,29.75,790.7,No
6223,Female,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Monthcard,30,CashPayment,107.5,3242.5,No
6224,Female,No,Yes,No,No,No,No,Yes,No,Monthcard,12,CashPayment,84.05,966.55,No
6225,Male,No,No,No,Yes,Yes,Yes,No,No,Monthcard,12,ManualTransfer,83.8,1029.75,Yes
6226,Female,No,No,No,Yes,No,No,No,No,Monthcard,2,ManualTransfer,49.2,103.7,No
6227,Male,No,No,No,No,No,No,Yes,No,Monthcard,3,ManualTransfer,55.15,159.15,Yes
6228,Female,No,No,No,Yes,No,No,No,Yes,Monthcard,41,CashPayment,40.35,1677.85,No
6229,Female,Yes,Yes,No ,No ,No ,No ,No ,No ,Biennialcard,55,InstallmentPayment,25.65,1388,No
6230,Male,No,No,No,No,Yes,No,No,No,Monthcard,8,CashPayment,81.25,585.95,Yes
6231,Male,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Biennialcard,72,CashPayment,103.4,7372.65,Yes
6232,Male,Yes,No,Yes,Yes,No,Yes,No,Yes,Biennialcard,72,Auto-debit,100.55,7325.1,No
6233,Female,Yes,Yes,No,No,Yes,No,No,Yes,Annualcard ,30,CashPayment,86.45,2538.05,No
6234,Male,Yes,Yes,No ,No ,No ,No ,No ,No ,Monthcard,25,Auto-debit,25.4,546.85,No
6235,Female,No,No,No,No,No,No,No,No,Monthcard,1,CashPayment,75.1,75.1,Yes
6236,Male,Yes,Yes,Yes,No,No,No,Yes,Yes,Monthcard,32,InstallmentPayment,99.55,3204.65,Yes
6237,Female,No,No,No,Yes,Yes,No,Yes,Yes,Monthcard,46,CashPayment,104.45,4863.85,No
6238,Male,Yes,No,Yes,No,Yes,No,Yes,Yes,Biennialcard,68,Auto-debit,54.1,3794.5,No
6239,Male,No,No,No,Yes,No,No,No,No,Monthcard,31,CashPayment,80.45,2429.1,No
6240,Female,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Biennialcard,58,InstallmentPayment,109.1,6393.65,No
6241,Female,Yes,Yes,No,No,No,No,Yes,No,Monthcard,1,ManualTransfer,80.05,80.05,Yes
6242,Female,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Annualcard ,70,Auto-debit,58.4,4113.15,No
6243,Female,No,No,Yes,Yes,Yes,No,Yes,Yes,Annualcard ,48,InstallmentPayment,83.45,3887.85,No
6244,Female,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Biennialcard,72,InstallmentPayment,110.65,8065.65,No
6245,Male,Yes,Yes,No,Yes,Yes,No,No,No,Monthcard,3,ManualTransfer,56.15,168.15,Yes
6246,Female,Yes,No,No,No,No,No,No,No,Monthcard,2,CashPayment,70.7,141.45,Yes
6247,Female,No,No,Yes,No,No,No,Yes,No,Monthcard,8,CashPayment,84.95,668.4,Yes
6248,Female,No,No,No ,No ,No ,No ,No ,No ,Biennialcard,63,ManualTransfer,20.6,1298.7,No
6249,Female,Yes,No,Yes,Yes,No,Yes,Yes,No,Monthcard,35,Auto-debit,100.5,3653.35,Yes
6250,Male,Yes,Yes,No,No,Yes,No,Yes,Yes,Monthcard,13,ManualTransfer,96.65,1162.85,Yes
6251,Female,Yes,Yes,No,No,Yes,Yes,Yes,No,Annualcard ,30,CashPayment,64.5,1985.15,No
6252,Male,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Monthcard,60,Auto-debit,60.2,3582.4,No
6253,Female,Yes,No,Yes,Yes,No,No,Yes,Yes,Annualcard ,54,Auto-debit,106.55,5763.3,Yes
6254,Female,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Annualcard ,67,CashPayment,109.4,7281.6,No
6255,Male,Yes,No,No,No,No,No,Yes,Yes,Monthcard,33,CashPayment,91.25,2964.05,No
6256,Female,Yes,No,Yes,Yes,No,Yes,No,Yes,Monthcard,25,ManualTransfer,71.05,1837.7,No
6257,Female,No,No,No,Yes,Yes,Yes,Yes,Yes,Biennialcard,72,Auto-debit,111.6,8012.75,No
6258,Male,No,No,No,Yes,No,No,No,No,Monthcard,18,CashPayment,80.65,1451.9,Yes
6259,Male,Yes,No,No ,No ,No ,No ,No ,No ,Biennialcard,63,ManualTransfer,19.25,1237.65,No
6260,Male,Yes,Yes,No ,No ,No ,No ,No ,No ,Biennialcard,39,ManualTransfer,23.8,903.8,No
6261,Male,No,No,No ,No ,No ,No ,No ,No ,Annualcard ,48,Auto-debit,19.95,1004.5,No
6262,Male,No,No,No ,No ,No ,No ,No ,No ,Biennialcard,33,ManualTransfer,20.35,689.75,No
6263,Female,No,No,No,No,No,No,No,Yes,Monthcard,10,CashPayment,86.45,830.85,Yes
6264,Male,Yes,Yes,No,Yes,No,No,No,No,Annualcard ,10,ManualTransfer,49.55,475.7,No
6265,Male,Yes,No,Yes,No,Yes,No,No,No,Monthcard,45,ManualTransfer,84.55,3713.95,No
6266,Male,No,No,No,Yes,Yes,No,Yes,Yes,Monthcard,28,CashPayment,105.7,2979.5,Yes
6267,Female,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Biennialcard,64,Auto-debit,115.1,7334.05,No
6268,Female,No,No,Yes,No,Yes,Yes,No,No,Annualcard ,48,InstallmentPayment,60.35,2896.4,Yes
6269,Female,Yes,No,No,Yes,Yes,Yes,No,No,Biennialcard,68,InstallmentPayment,90.2,6297.65,No
6270,Male,No,No,No ,No ,No ,No ,No ,No ,Annualcard ,29,ManualTransfer,19.1,529.5,No
6271,Female,No,No,No,No,No,No,No,No,Monthcard,6,ManualTransfer,73.85,401.3,No
6272,Male,Yes,Yes,No ,No ,No ,No ,No ,No ,Biennialcard,39,ManualTransfer,25.2,987.95,No
6273,Male,No,No,No,No,No,No,Yes,No,Monthcard,20,CashPayment,84.35,1745.2,No
6274,Female,No,No,No,No,Yes,No,No,Yes,Monthcard,52,CashPayment,59.45,3043.7,No
6275,Male,No,No,No,No,Yes,No,No,No,Monthcard,3,CashPayment,49.15,169.05,Yes
6276,Male,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Biennialcard,71,CashPayment,116.25,8564.75,No
6277,Female,No,No,Yes,No,Yes,Yes,Yes,Yes,Annualcard ,41,Auto-debit,79.85,3320.75,No
6278,Male,Yes,Yes,Yes,No,Yes,Yes,No,No,Biennialcard,69,ManualTransfer,39.1,2779.5,No
6279,Male,No,No,Yes,No,No,Yes,No,No,Annualcard ,20,ManualTransfer,54,1055.9,No
6280,Female,Yes,Yes,No,Yes,Yes,No,No,No,Biennialcard,68,InstallmentPayment,84.4,5746.75,No
6281,Male,Yes,Yes,No ,No ,No ,No ,No ,No ,Annualcard ,17,Auto-debit,19.9,329.75,No
6282,Male,No,No,No ,No ,No ,No ,No ,No ,Annualcard ,35,Auto-debit,20.6,754,No
6283,Male,Yes,No,No,No,Yes,No,Yes,Yes,Monthcard,7,CashPayment,101.95,700.85,Yes
6284,Female,No,No,Yes,No,No,No,No,No,Monthcard,1,Auto-debit,49.55,49.55,No
6285,Female,Yes,No,No,No,No,No,No,No,Monthcard,7,ManualTransfer,44.25,313.45,No
6286,Female,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Annualcard ,62,InstallmentPayment,115.05,7133.45,No
6287,Female,No,Yes,No ,No ,No ,No ,No ,No ,Biennialcard,44,ManualTransfer,19.9,868.1,No
6288,Male,No,No,No ,No ,No ,No ,No ,No ,Monthcard,1,ManualTransfer,25,25,No
6289,Male,No,No,No,No,Yes,Yes,No,No,Annualcard ,39,ManualTransfer,35.55,1309.15,No
6290,Female,Yes,Yes,No,Yes,No,No,No,No,Monthcard,12,ManualTransfer,29.2,309.1,Yes
6291,Female,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Biennialcard,72,Auto-debit,109.2,7711.45,No
6292,Male,Yes,Yes,No ,No ,No ,No ,No ,No ,Annualcard ,47,ManualTransfer,20.05,951.55,No
6293,Female,Yes,No,Yes,No,Yes,No,Yes,Yes,Monthcard,15,CashPayment,101.75,1669.4,No
6294,Male,No,Yes,No,No,No,No,No,Yes,Monthcard,2,CashPayment,55.3,108.65,No
6295,Male,Yes,No,No,No,No,No,No,No,Monthcard,54,Auto-debit,24.95,1364.75,No
6296,Female,Yes,No,No,Yes,No,No,Yes,Yes,Annualcard ,69,InstallmentPayment,95.65,6744.2,No
6297,Female,No,No,No ,No ,No ,No ,No ,No ,Biennialcard,21,InstallmentPayment,20.85,435.25,No
6298,Male,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Biennialcard,72,Auto-debit,65.6,4566.5,No
6299,Male,No,No,No ,No ,No ,No ,No ,No ,Annualcard ,3,ManualTransfer,21.2,52.05,No
6300,Male,Yes,No,No,No,No,No,No,No,Monthcard,34,InstallmentPayment,71.55,2427.35,No
6301,Female,No,No,Yes,Yes,Yes,No,Yes,No,Annualcard ,46,InstallmentPayment,95.65,4664.2,No
6302,Male,Yes,No,No,Yes,Yes,No,Yes,No,Monthcard,31,CashPayment,93.8,3019.5,Yes
6303,Male,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Biennialcard,72,InstallmentPayment,107.7,7919.8,No
6304,Female,No,No,No ,No ,No ,No ,No ,No ,Biennialcard,37,ManualTransfer,19.85,784.25,No
6305,Male,Yes,Yes,No ,No ,No ,No ,No ,No ,Biennialcard,60,InstallmentPayment,19.65,1161.75,No
6306,Male,Yes,No,No,Yes,No,No,No,No,Monthcard,44,CashPayment,30.35,1359.7,Yes
6307,Male,No,No,No,Yes,Yes,Yes,Yes,Yes,Annualcard ,62,Auto-debit,110.75,7053.35,No
6308,Female,No,No,No,Yes,No,No,No,Yes,Monthcard,25,CashPayment,89.7,2187.55,Yes
6309,Male,Yes,Yes,No ,No ,No ,No ,No ,No ,Biennialcard,42,ManualTransfer,19.35,867.3,No
6310,Male,No,No,No,No,Yes,Yes,Yes,Yes,Biennialcard,25,Auto-debit,99.3,2513.5,No
6311,Female,Yes,Yes,No,No,No,No,Yes,No,Monthcard,18,ManualTransfer,55.95,1082.8,No
6312,Female,No,No,No,No,No,No,No,Yes,Monthcard,9,CashPayment,83.3,803.3,Yes
6313,Male,No,No,Yes,Yes,Yes,No,No,Yes,Annualcard ,68,InstallmentPayment,76.75,5233.25,No
6314,Male,No,No,Yes,No,No,No,No,Yes,Monthcard,1,ManualTransfer,84.6,84.6,Yes
6315,Female,No,No,No,Yes,Yes,No,Yes,Yes,Monthcard,47,CashPayment,106.4,5127.95,Yes
6316,Male,No,No,No ,No ,No ,No ,No ,No ,Monthcard,12,ManualTransfer,20.45,255.35,No
6317,Female,No,No,No,No,No,No,Yes,No,Monthcard,2,ManualTransfer,79.65,152.7,Yes
6318,Male,Yes,No,No ,No ,No ,No ,No ,No ,Monthcard,15,InstallmentPayment,19.45,340.85,No
6319,Male,No,No,Yes,Yes,No,No,Yes,No,Annualcard ,51,CashPayment,94.8,4837.6,Yes
6320,Female,No,Yes,No,No,No,No,No,Yes,Monthcard,1,CashPayment,78.65,78.65,Yes
6321,Male,Yes,Yes,No ,No ,No ,No ,No ,No ,Biennialcard,63,ManualTransfer,25.25,1573.05,No
6322,Male,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Annualcard ,32,ManualTransfer,94.8,3131.55,No
6323,Female,No,No,No,No,Yes,No,Yes,Yes,Monthcard,29,InstallmentPayment,98.6,2933.2,Yes
6324,Male,No,No,No,No,No,No,No,No,Monthcard,1,ManualTransfer,44.95,44.95,No
6325,Female,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Annualcard ,41,Auto-debit,104.45,4162.05,No
6326,Female,No,Yes,No ,No ,No ,No ,No ,No ,Biennialcard,50,InstallmentPayment,20.15,970.85,No
6327,Female,Yes,No,No ,No ,No ,No ,No ,No ,Annualcard ,56,CashPayment,24.3,1261.7,No
6328,Female,Yes,Yes,No,Yes,No,No,Yes,Yes,Annualcard ,57,CashPayment,95,5535.8,No
6329,Male,No,Yes,Yes,No,Yes,No,No,No,Monthcard,3,ManualTransfer,55.9,157.55,No
6330,Female,No,Yes,No ,No ,No ,No ,No ,No ,Monthcard,22,CashPayment,20.55,469.85,No
6331,Female,Yes,No,No ,No ,No ,No ,No ,No ,Biennialcard,70,Auto-debit,19.45,1303.5,No
6332,Male,Yes,Yes,No ,No ,No ,No ,No ,No ,Biennialcard,36,InstallmentPayment,25.1,930.95,No
6333,Female,Yes,Yes,No ,No ,No ,No ,No ,No ,Annualcard ,22,Auto-debit,20.75,452.35,No
6334,Female,No,No,No,Yes,No,No,No,No,Monthcard,14,CashPayment,50.45,765.45,No
6335,Male,No,No,No ,No ,No ,No ,No ,No ,Annualcard ,18,ManualTransfer,19.65,411.25,No
6336,Female,No,No,No,No,No,Yes,Yes,Yes,Annualcard ,23,ManualTransfer,73.75,1756.6,No
6337,Female,Yes,No,No,No,No,No,No,Yes,Monthcard,7,CashPayment,84.55,646.85,Yes
6338,Female,No,No,No ,No ,No ,No ,No ,No ,Monthcard,1,ManualTransfer,20.15,20.15,No
6339,Male,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Biennialcard,71,Auto-debit,116.1,8310.55,No
6340,Female,Yes,Yes,No,Yes,No,Yes,No,No,Monthcard,4,ManualTransfer,56.5,235.1,Yes
6341,Male,No,No,No,No,Yes,Yes,Yes,Yes,Annualcard ,64,CashPayment,102.1,6688.1,No
6342,Female,No,No,No,No,Yes,No,No,Yes,Monthcard,35,CashPayment,62.1,2096.1,No
6343,Male,No,Yes,No,No,Yes,No,No,No,Monthcard,11,ManualTransfer,78,851.8,No
6344,Male,No,No,No,No,Yes,No,Yes,Yes,Annualcard ,27,Auto-debit,100.5,2673.45,No
6345,Male,Yes,No,No,Yes,No,Yes,Yes,Yes,Biennialcard,64,CashPayment,105.25,6823.4,No
6346,Female,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Biennialcard,71,CashPayment,118.65,8477.6,No
6347,Female,No,No,No,No,Yes,Yes,Yes,Yes,Annualcard ,1,InstallmentPayment,74.1,74.1,No
6348,Female,Yes,Yes,No,Yes,No,No,No,No,Monthcard,34,ManualTransfer,79.6,2718.3,Yes
6349,Female,No,No,No,No,No,No,No,No,Monthcard,9,CashPayment,69.05,651.5,No
6350,Female,No,No,Yes,Yes,No,Yes,No,No,Biennialcard,69,ManualTransfer,66.9,4577.9,No
6351,Female,No,Yes,Yes,Yes,No,No,No,No,Monthcard,13,CashPayment,56,764.55,No
6352,Female,No,No,No ,No ,No ,No ,No ,No ,Monthcard,1,CashPayment,18.85,18.85,No
6353,Male,No,No,No,No,Yes,No,No,Yes,Monthcard,21,ManualTransfer,61.65,1393.6,No
6354,Male,Yes,No,No,No,Yes,No,Yes,Yes,Monthcard,1,CashPayment,50.35,50.35,Yes
6355,Male,No,No,No,No,No,No,No,No,Monthcard,7,Auto-debit,69.15,488.65,No
6356,Female,No,No,No,No,No,No,No,No,Monthcard,3,CashPayment,25.25,58.9,Yes
6357,Male,No,No,No,No,Yes,Yes,No,No,Annualcard ,57,CashPayment,53.5,3035.8,No
6358,Female,No,No,No,No,No,No,Yes,Yes,Monthcard,11,Auto-debit,89.7,1047.7,Yes
6359,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Biennialcard,45,ManualTransfer,84.35,3858.05,No
6360,Female,Yes,No,No,Yes,Yes,No,Yes,Yes,Annualcard ,72,InstallmentPayment,105.75,7629.85,No
6361,Female,Yes,Yes,No ,No ,No ,No ,No ,No ,Biennialcard,19,ManualTransfer,20.15,387.7,No
6362,Female,Yes,No,No,Yes,No,No,Yes,Yes,Biennialcard,60,InstallmentPayment,49.45,2907.55,No
6363,Male,No,No,No,No,Yes,No,No,No,Monthcard,42,CashPayment,79.9,3313.4,No
6364,Female,No,Yes,No,Yes,Yes,No,No,Yes,Monthcard,48,InstallmentPayment,45.55,2108.35,No
6365,Female,No,No,No,Yes,Yes,No,No,Yes,Biennialcard,55,ManualTransfer,64.75,3617.1,No
6366,Female,No,No,No,No,No,No,Yes,No,Monthcard,1,CashPayment,79.55,79.55,Yes
6367,Female,No,No,No,No,No,No,Yes,Yes,Monthcard,6,Auto-debit,93.55,536.4,Yes
6368,Male,No,No,No ,No ,No ,No ,No ,No ,Monthcard,9,ManualTransfer,18.95,185.6,Yes
6369,Male,No,No,No,No,Yes,No,No,No,Monthcard,5,CashPayment,50.35,237.25,Yes
6370,Female,No,No,No,Yes,No,No,No,Yes,Monthcard,9,CashPayment,40.75,359.4,No
6371,Male,No,No,No ,No ,No ,No ,No ,No ,Monthcard,7,Auto-debit,25.05,152.95,No
6372,Female,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Biennialcard,43,CashPayment,78.8,3460.3,No
6373,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Biennialcard,71,InstallmentPayment,100.2,7209,No
6374,Female,Yes,No,No,No,Yes,No,No,No,Monthcard,32,ManualTransfer,79.3,2570,No
6375,Female,No,No,No ,No ,No ,No ,No ,No ,Biennialcard,8,ManualTransfer,20.85,161.65,No
6376,Male,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Biennialcard,72,CashPayment,108.2,7840.6,No
6377,Female,No,No,No,No,No,Yes,Yes,Yes,Annualcard ,12,ManualTransfer,74.05,872.65,Yes
6378,Female,No,No,Yes,Yes,Yes,No,Yes,Yes,Annualcard ,51,Auto-debit,107.45,5680.9,No
6379,Male,No,No,Yes,Yes,No,Yes,Yes,No,Monthcard,39,InstallmentPayment,48.95,1880.85,Yes
6380,Male,No,No,No ,No ,No ,No ,No ,No ,Monthcard,3,ManualTransfer,19.1,53.05,No
6381,Male,No,No,No,Yes,No,No,No,No,Annualcard ,26,Auto-debit,75.5,2018.1,No
6382,Male,No,Yes,No ,No ,No ,No ,No ,No ,Monthcard,27,ManualTransfer,19.15,537.35,No
6383,Male,No,No,No ,No ,No ,No ,No ,No ,Monthcard,35,Auto-debit,20.75,739.9,No
6384,Male,No,No,No,No,No,Yes,Yes,Yes,Monthcard,3,CashPayment,69.35,191.35,Yes
6385,Female,No,No,No,No,No,No,Yes,No,Monthcard,2,ManualTransfer,81.5,162.55,No
6386,Male,No,No,No,No,Yes,No,No,Yes,Monthcard,18,InstallmentPayment,90.7,1597.25,Yes
6387,Female,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Monthcard,65,InstallmentPayment,109.4,7227.45,No
6388,Male,No,No,Yes,Yes,No,No,No,No,Annualcard ,26,CashPayment,61.55,1581.95,No
6389,Male,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Biennialcard,67,InstallmentPayment,116.2,7752.3,Yes
6390,Male,No,No,No,Yes,No,No,Yes,No,Monthcard,41,CashPayment,89.2,3645.75,No
6391,Male,Yes,Yes,No,No,Yes,No,Yes,No,Monthcard,22,CashPayment,88.75,1885.15,No
6392,Female,Yes,Yes,Yes,No,No,Yes,Yes,No,Annualcard ,64,ManualTransfer,65.8,4068,No
6393,Male,Yes,No,Yes,No,No,No,No,No,Monthcard,27,InstallmentPayment,30.75,805.1,Yes
6394,Female,No,No,No,No,No,No,Yes,Yes,Monthcard,3,CashPayment,96.6,291.9,Yes
6395,Female,Yes,No,Yes,Yes,Yes,No,No,Yes,Monthcard,65,CashPayment,94.4,6126.15,No
6396,Female,No,No,No,No,No,No,No,No,Monthcard,1,ManualTransfer,50.55,50.55,Yes
6397,Female,No,No,Yes,No,No,No,Yes,Yes,Monthcard,24,CashPayment,94.6,2283.15,No
6398,Female,No,No,No,Yes,Yes,No,Yes,Yes,Annualcard ,51,InstallmentPayment,56.4,2928.5,No
6399,Male,Yes,No,No,No,No,No,Yes,Yes,Monthcard,13,CashPayment,95.25,1233.65,Yes
6400,Female,Yes,Yes,No ,No ,No ,No ,No ,No ,Monthcard,61,ManualTransfer,19.4,1182.55,Yes
6401,Male,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Biennialcard,72,Auto-debit,78.85,5763.15,No
6402,Female,Yes,No,No ,No ,No ,No ,No ,No ,Annualcard ,69,CashPayment,26.3,1763.55,No
6403,Female,No,No,No ,No ,No ,No ,No ,No ,Annualcard ,70,InstallmentPayment,26.05,1856.4,No
6404,Male,Yes,Yes,No ,No ,No ,No ,No ,No ,Annualcard ,44,Auto-debit,20.6,926,No
6405,Male,Yes,No,Yes,No,Yes,Yes,No,Yes,Biennialcard,61,InstallmentPayment,75.35,4729.3,No
6406,Female,Yes,Yes,No ,No ,No ,No ,No ,No ,Biennialcard,40,Auto-debit,20.15,777.35,No
6407,Male,Yes,No,Yes,No,No,No,No,Yes,Monthcard,23,Auto-debit,59.95,1406,No
6408,Female,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Biennialcard,72,InstallmentPayment,110.15,7881.2,No
6409,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Biennialcard,62,CashPayment,86.1,5215.25,No
6410,Male,Yes,Yes,Yes,No,No,No,Yes,No,Monthcard,50,InstallmentPayment,39.45,2021.35,No
